"state","year","constituency","constituency_url","afd","cdu","gruene","spd","fdp","die_linke","csu"
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Steglitz-Zehlendorf 7","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Steglitz-Zehlendorf 7",3.9,30.7,22.3,20.1,14.1,3.3,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Tempelhof-Schöneberg 1","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Tempelhof-Schöneberg 1",3.4,14.9,35.2,17.5,10.9,14.2,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Tempelhof-Schöneberg 2","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Tempelhof-Schöneberg 2",3.4,14.9,35.2,17.5,10.9,14.2,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Tempelhof-Schöneberg 3","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Tempelhof-Schöneberg 3",3.4,14.9,35.2,17.5,10.9,14.2,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Tempelhof-Schöneberg 4","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Tempelhof-Schöneberg 4",3.4,14.9,35.2,17.5,10.9,14.2,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Tempelhof-Schöneberg 5","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Tempelhof-Schöneberg 5",3.4,14.9,35.2,17.5,10.9,14.2,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Tempelhof-Schöneberg 6","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Tempelhof-Schöneberg 6",3.4,14.9,35.2,17.5,10.9,14.2,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Tempelhof-Schöneberg 7","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Tempelhof-Schöneberg 7",3.4,14.9,35.2,17.5,10.9,14.2,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Neukölln 1","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Neukölln 1",3.4,14.9,35.2,17.5,10.9,14.2,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Neukölln 2","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Neukölln 2",3.4,14.9,35.2,17.5,10.9,14.2,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Neukölln 3","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Neukölln 3",3.4,14.9,35.2,17.5,10.9,14.2,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Neukölln 4","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Neukölln 4",3.4,14.9,35.2,17.5,10.9,14.2,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Neukölln 5","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Neukölln 5",3.4,14.9,35.2,17.5,10.9,14.2,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Neukölln 6","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Neukölln 6",3.4,14.9,35.2,17.5,10.9,14.2,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Treptow-Köpenick 1","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Treptow-Köpenick 1",3.4,14.9,35.2,17.5,10.9,14.2,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Treptow-Köpenick 2","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Treptow-Köpenick 2",3.4,14.9,35.2,17.5,10.9,14.2,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Treptow-Köpenick 3","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Treptow-Köpenick 3",3.4,14.9,35.2,17.5,10.9,14.2,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Treptow-Köpenick 4","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Treptow-Köpenick 4",3.4,14.9,35.2,17.5,10.9,14.2,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Treptow-Köpenick 5","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Treptow-Köpenick 5",3.4,14.9,35.2,17.5,10.9,14.2,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Treptow-Köpenick 6","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Treptow-Köpenick 6",3.4,14.9,35.2,17.5,10.9,14.2,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Marzahn-Hellersdorf 1","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Marzahn-Hellersdorf 1",22.7,12.1,5,22.3,5.1,21,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Marzahn-Hellersdorf 2","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Marzahn-Hellersdorf 2",17.6,14.9,5.6,23.4,5.1,24,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Marzahn-Hellersdorf 3","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Marzahn-Hellersdorf 3",22,14.5,5.2,20.5,5,20.8,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Marzahn-Hellersdorf 4","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Marzahn-Hellersdorf 4",11.7,35.5,8.2,14.2,4.1,18.7,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Marzahn-Hellersdorf 5","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Marzahn-Hellersdorf 5",11.6,33.5,9,18.5,5.9,14.3,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Marzahn-Hellersdorf 6","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Marzahn-Hellersdorf 6",16.5,27.9,5.6,18,4.1,18.6,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Lichtenberg 1","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Lichtenberg 1",17.7,25.5,5.3,18.8,4.4,18.8,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Lichtenberg 2","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Lichtenberg 2",13.8,21.3,8.6,20.4,6,21,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Lichtenberg 3","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Lichtenberg 3",12.9,12.5,11.1,23.1,6.3,24.4,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Lichtenberg 4","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Lichtenberg 4",9.7,11.7,17.6,21.3,NA,29.4,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Lichtenberg 5","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Lichtenberg 5",10.7,10.7,15.3,20.1,4.6,26.4,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Lichtenberg 6","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Lichtenberg 6",8.2,12,17.2,27.1,5.5,21.2,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Reinickendorf 1","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Reinickendorf 1",11.2,23.8,12.2,27.2,5.3,9.4,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Reinickendorf 2","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Reinickendorf 2",12.4,26.5,10.8,26.8,6.8,5.9,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Reinickendorf 3","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Reinickendorf 3",7.7,33.4,13.2,26.1,7.7,3.5,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Reinickendorf 4","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Reinickendorf 4",9.5,28.4,13.3,26.4,8.2,4.3,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Reinickendorf 5","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Reinickendorf 5",12.8,30.7,8.1,27.3,7,5,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Reinickendorf 6","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Reinickendorf 6",5.5,36.6,17.9,21.8,8.2,2.8,NA
"Berlin",2023,"https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Mitte 1","https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Mitte 1",4.1,21.9,33.5,16.5,7.6,13.3,NA
"Berlin",2023,"https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Mitte 2","https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Mitte 2",6.8,24.9,20,21.5,5.2,16.7,NA
"Berlin",2023,"https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Mitte 3","https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Mitte 3",4.7,22.3,33,18.6,5.3,11.3,NA
"Berlin",2023,"https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Mitte 4","https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Mitte 4",4.4,15.8,40.1,14.2,3.4,17.5,NA
"Berlin",2023,"https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Mitte 5","https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Mitte 5",8.6,24.4,22.5,20.6,2.8,13.9,NA
"Berlin",2023,"https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Mitte 6","https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Mitte 6",5.7,15,32,16.2,2.8,21.1,NA
"Berlin",2023,"https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Mitte 7","https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Mitte 7",5.4,19.3,30.1,18.4,3.1,17.5,NA
"Berlin",2023,"https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Friedrichshain-Kreuzberg 1","https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Friedrichshain-Kreuzberg 1",2.5,15.3,40.3,17.2,3.4,15.5,NA
"Berlin",2023,"https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Friedrichshain-Kreuzberg 2","https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Friedrichshain-Kreuzberg 2",2,11,37.9,13,2.3,27.1,NA
"Berlin",2023,"https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Friedrichshain-Kreuzberg 3","https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Friedrichshain-Kreuzberg 3",2.8,14.8,35.1,17.9,2.2,19.8,NA
"Berlin",2023,"https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Friedrichshain-Kreuzberg 4","https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Friedrichshain-Kreuzberg 4",6.9,18.1,22.3,18,3.5,24.7,NA
"Berlin",2023,"https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Friedrichshain-Kreuzberg 5","https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Friedrichshain-Kreuzberg 5",4.1,11,36.1,14.4,3.4,21.9,NA
"Berlin",2023,"https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Friedrichshain-Kreuzberg 6","https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Friedrichshain-Kreuzberg 6",3.4,12.6,39.5,13.2,3.7,19.7,NA
"Berlin",2023,"https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Pankow 1","https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Pankow 1",15.8,41.6,9.2,14.3,2.5,10.1,NA
"Berlin",2023,"https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Pankow 2","https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Pankow 2",12.9,31.4,15.3,19.1,3.8,10.9,NA
"Berlin",2023,"https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Pankow 3","https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Pankow 3",9.4,19.7,24.8,15.1,2.9,21.5,NA
"Berlin",2023,"https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Pankow 4","https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Pankow 4",13.4,30.2,12.7,19.8,2.8,13.9,NA
"Berlin",2023,"https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Pankow 5","https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Pankow 5",10.6,20.8,22.1,18.2,2.7,17.7,NA
"Berlin",2023,"https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Pankow 6","https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Pankow 6",3.4,12.3,41.6,13.9,4,18.3,NA
"Berlin",2023,"https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Pankow 7","https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Pankow 7",7.2,16.5,30.9,15.5,3.1,18.4,NA
"Berlin",2023,"https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Pankow 8","https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Pankow 8",3.9,14.6,37.2,14.8,4.9,18.2,NA
"Berlin",2023,"https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Pankow 9","https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Pankow 9",7.8,16.9,24.3,25.6,3.1,15.3,NA
"Berlin",2023,"https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Charlottenburg-Wilmersdorf 1","https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Charlottenburg-Wilmersdorf 1",7.8,28.3,21.2,23.3,4.9,8.1,NA
"Berlin",2023,"https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Charlottenburg-Wilmersdorf 2","https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Charlottenburg-Wilmersdorf 2",5.1,38.7,20.1,20.6,6,4.7,NA
"Berlin",2023,"https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Charlottenburg-Wilmersdorf 3","https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Charlottenburg-Wilmersdorf 3",4,26.1,29.2,21.6,4.9,9.4,NA
"Berlin",2023,"https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Charlottenburg-Wilmersdorf 4","https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Charlottenburg-Wilmersdorf 4",4.6,28.6,26,22.4,7.3,6.8,NA
"Berlin",2023,"https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Charlottenburg-Wilmersdorf 5","https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Charlottenburg-Wilmersdorf 5",5.1,42.3,16.7,20.1,7.9,4.3,NA
"Berlin",2023,"https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Charlottenburg-Wilmersdorf 6","https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Charlottenburg-Wilmersdorf 6",4.2,29.2,25.6,24.1,5.4,7,NA
"Berlin",2023,"https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Charlottenburg-Wilmersdorf 7","https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Charlottenburg-Wilmersdorf 7",5.2,34.2,21.1,23.9,5,5.9,NA
"Berlin",2023,"https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Spandau 1","https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Spandau 1",12.6,37.3,9.1,24.5,4.1,4.7,NA
"Berlin",2023,"https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Spandau 2","https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Spandau 2",13.3,33.2,10.1,26,3.7,5.1,NA
"Berlin",2023,"https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Spandau 3","https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Spandau 3",11.1,34.4,12.5,23.9,4,5.5,NA
"Berlin",2023,"https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Spandau 4","https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Spandau 4",11.4,45.3,7.3,23,3.6,3.2,NA
"Berlin",2023,"https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Spandau 5","https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Spandau 5",8.1,46.9,10.7,22,4.6,2.7,NA
"Berlin",2023,"https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Steglitz-Zehlendorf 1","https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Steglitz-Zehlendorf 1",5.3,30.2,28.6,19.9,4.9,5.8,NA
"Berlin",2023,"https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Steglitz-Zehlendorf 2","https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Steglitz-Zehlendorf 2",6,31.3,22.2,24.1,5,6,NA
"Berlin",2023,"https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Steglitz-Zehlendorf 3","https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Steglitz-Zehlendorf 3",4.8,40.5,19.2,21.7,5.9,3.9,NA
"Berlin",2023,"https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Steglitz-Zehlendorf 4","https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Steglitz-Zehlendorf 4",6.7,41.8,15.7,22.1,5.3,4.4,NA
"Berlin",2023,"https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Steglitz-Zehlendorf 5","https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Steglitz-Zehlendorf 5",7.9,41.2,14.7,21.3,4.7,4.1,NA
"Berlin",2023,"https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Steglitz-Zehlendorf 6","https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Steglitz-Zehlendorf 6",4.6,40,20.4,19.9,6.8,4.2,NA
"Berlin",2023,"https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Steglitz-Zehlendorf 7","https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Steglitz-Zehlendorf 7",4.4,40.1,19.9,18.5,10.2,3.1,NA
"Berlin",2023,"https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Tempelhof-Schöneberg 1","https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Tempelhof-Schöneberg 1",4.1,21.9,33.5,16.5,7.6,13.3,NA
"Berlin",2023,"https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Tempelhof-Schöneberg 2","https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Tempelhof-Schöneberg 2",4.1,21.9,33.5,16.5,7.6,13.3,NA
"Berlin",2023,"https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Tempelhof-Schöneberg 3","https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Tempelhof-Schöneberg 3",4.1,21.9,33.5,16.5,7.6,13.3,NA
"Berlin",2023,"https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Tempelhof-Schöneberg 4","https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Tempelhof-Schöneberg 4",4.1,21.9,33.5,16.5,7.6,13.3,NA
"Berlin",2023,"https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Tempelhof-Schöneberg 5","https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Tempelhof-Schöneberg 5",4.1,21.9,33.5,16.5,7.6,13.3,NA
"Berlin",2023,"https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Tempelhof-Schöneberg 6","https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Tempelhof-Schöneberg 6",4.1,21.9,33.5,16.5,7.6,13.3,NA
"Berlin",2023,"https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Tempelhof-Schöneberg 7","https://www.election.de/cgi-bin/showcandres_be23.pl?land=be23&karte=be23e&wahlkreis=Tempelhof-Schöneberg 7",4.1,21.9,33.5,16.5,7.6,13.3,NA
