"state","year","constituency","constituency_url","afd","cdu","gruene","spd","fdp","die_linke","csu"
"Saxony",2014,"19 Mittelsachsen 2","https://www.election.de/cgi-bin/showcandres_sn14.pl?land=sn14&wahlkreis=19 Mittelsachsen 2",NA,42.2,6.4,10.9,5.6,24.9,NA
"Saxony",2014,"20 Mittelsachsen 3","https://www.election.de/cgi-bin/showcandres_sn14.pl?land=sn14&wahlkreis=20 Mittelsachsen 3",NA,51.3,4.3,10.1,3.9,21.8,NA
"Saxony",2014,"21 Mittelsachsen 4","https://www.election.de/cgi-bin/showcandres_sn14.pl?land=sn14&wahlkreis=21 Mittelsachsen 4",NA,45,3.2,14.9,6,21.3,NA
"Saxony",2014,"22 Mittelsachsen 5","https://www.election.de/cgi-bin/showcandres_sn14.pl?land=sn14&wahlkreis=22 Mittelsachsen 5",NA,47.3,4.5,14.9,4.8,20,NA
"Saxony",2014,"23 Leipzig Land 1","https://www.election.de/cgi-bin/showcandres_sn14.pl?land=sn14&wahlkreis=23 Leipzig Land 1",10.8,41.7,2.3,15.7,2.9,20.2,NA
"Saxony",2014,"24 Leipzig Land 2","https://www.election.de/cgi-bin/showcandres_sn14.pl?land=sn14&wahlkreis=24 Leipzig Land 2",6.7,39.1,5.1,23.9,3.6,17.3,NA
"Saxony",2014,"25 Leipzig Land 3","https://www.election.de/cgi-bin/showcandres_sn14.pl?land=sn14&wahlkreis=25 Leipzig Land 3",12.1,42.3,4,11.5,4.6,20.2,NA
"Saxony",2014,"26 Leipzig Land 4","https://www.election.de/cgi-bin/showcandres_sn14.pl?land=sn14&wahlkreis=26 Leipzig Land 4",9.1,45.9,5.6,12.3,2.7,18.4,NA
"Saxony",2014,"27 Leipzig 1","https://www.election.de/cgi-bin/showcandres_sn14.pl?land=sn14&wahlkreis=27 Leipzig 1",7.2,35.6,6.8,17.5,3.1,22.5,NA
"Saxony",2014,"28 Leipzig 2","https://www.election.de/cgi-bin/showcandres_sn14.pl?land=sn14&wahlkreis=28 Leipzig 2",5,25,13.1,18.6,2.8,28.3,NA
"Saxony",2014,"29 Leipzig 3","https://www.election.de/cgi-bin/showcandres_sn14.pl?land=sn14&wahlkreis=29 Leipzig 3",8.5,31.3,5,15.6,3.1,29.9,NA
"Saxony",2014,"30 Leipzig 4","https://www.election.de/cgi-bin/showcandres_sn14.pl?land=sn14&wahlkreis=30 Leipzig 4",6.5,24.9,16.2,17,2.3,23.8,NA
"Saxony",2014,"31 Leipzig 5","https://www.election.de/cgi-bin/showcandres_sn14.pl?land=sn14&wahlkreis=31 Leipzig 5",5.1,25.2,18.7,17.5,3.8,23.5,NA
"Saxony",2014,"32 Leipzig 6","https://www.election.de/cgi-bin/showcandres_sn14.pl?land=sn14&wahlkreis=32 Leipzig 6",8.3,30.2,10.3,19.7,3,21.5,NA
"Saxony",2014,"33 Leipzig 7","https://www.election.de/cgi-bin/showcandres_sn14.pl?land=sn14&wahlkreis=33 Leipzig 7",9.3,32.8,7,14,2.6,26.1,NA
"Saxony",2014,"34 Nordsachsen 1","https://www.election.de/cgi-bin/showcandres_sn14.pl?land=sn14&wahlkreis=34 Nordsachsen 1",NA,46.9,3.9,14.5,3,23.9,NA
"Saxony",2014,"35 Nordsachsen 2","https://www.election.de/cgi-bin/showcandres_sn14.pl?land=sn14&wahlkreis=35 Nordsachsen 2",NA,45,4.7,15.1,4.2,21.5,NA
"Saxony",2014,"36 Nordsachsen 3","https://www.election.de/cgi-bin/showcandres_sn14.pl?land=sn14&wahlkreis=36 Nordsachsen 3",8.1,46.6,3.5,13.1,2.3,18.8,NA
"Saxony",2014,"37 Meißen 1","https://www.election.de/cgi-bin/showcandres_sn14.pl?land=sn14&wahlkreis=37 Meißen 1",9.6,39,4.4,9.1,4.3,26.1,NA
"Saxony",2014,"38 Meißen 2","https://www.election.de/cgi-bin/showcandres_sn14.pl?land=sn14&wahlkreis=38 Meißen 2",12.1,41.4,2.8,10,3.3,20.2,NA
"Saxony",2014,"39 Meißen 3","https://www.election.de/cgi-bin/showcandres_sn14.pl?land=sn14&wahlkreis=39 Meißen 3",11.8,39.4,5.2,11.3,6.3,18.4,NA
"Saxony",2014,"40 Meißen 4","https://www.election.de/cgi-bin/showcandres_sn14.pl?land=sn14&wahlkreis=40 Meißen 4",10.2,35.3,6.4,21,3.4,12.7,NA
"Saxony",2014,"41 Dresden 1","https://www.election.de/cgi-bin/showcandres_sn14.pl?land=sn14&wahlkreis=41 Dresden 1",7.1,33.4,15.2,14.2,3.1,18,NA
"Saxony",2014,"42 Dresden 2","https://www.election.de/cgi-bin/showcandres_sn14.pl?land=sn14&wahlkreis=42 Dresden 2",8.1,34.5,7.3,19.1,4.7,18,NA
"Saxony",2014,"43 Dresden 3","https://www.election.de/cgi-bin/showcandres_sn14.pl?land=sn14&wahlkreis=43 Dresden 3",8.3,31.7,9.6,17.3,6.5,18.8,NA
"Saxony",2014,"44 Dresden 4","https://www.election.de/cgi-bin/showcandres_sn14.pl?land=sn14&wahlkreis=44 Dresden 4",7.6,35.4,11,14.7,3.9,20.1,NA
"Saxony",2014,"45 Dresden 5","https://www.election.de/cgi-bin/showcandres_sn14.pl?land=sn14&wahlkreis=45 Dresden 5",6.4,29.7,14,11.3,3.1,26.6,NA
"Saxony",2014,"46 Dresden 6","https://www.election.de/cgi-bin/showcandres_sn14.pl?land=sn14&wahlkreis=46 Dresden 6",9.3,34.2,7.7,18,3.2,18.3,NA
"Saxony",2014,"47 Dresden 7","https://www.election.de/cgi-bin/showcandres_sn14.pl?land=sn14&wahlkreis=47 Dresden 7",NA,33.4,12.6,12.7,3.2,24.6,NA
"Saxony",2014,"48 Sächsische Schweiz-Osterzgebirge 1","https://www.election.de/cgi-bin/showcandres_sn14.pl?land=sn14&wahlkreis=48 Sächsische Schweiz-Osterzgebirge 1",11.3,45.1,4.7,10.1,2.8,16.2,NA
"Saxony",2014,"49 Sächsische Schweiz-Osterzgebirge 2","https://www.election.de/cgi-bin/showcandres_sn14.pl?land=sn14&wahlkreis=49 Sächsische Schweiz-Osterzgebirge 2",12.6,46.8,4.4,9.1,3.8,16.1,NA
"Saxony",2014,"50 Sächsische Schweiz-Osterzgebirge 3","https://www.election.de/cgi-bin/showcandres_sn14.pl?land=sn14&wahlkreis=50 Sächsische Schweiz-Osterzgebirge 3",13.1,37.3,4.7,11.9,4.4,18.8,NA
"Saxony",2014,"51 Sächsische Schweiz-Osterzgebirge 4","https://www.election.de/cgi-bin/showcandres_sn14.pl?land=sn14&wahlkreis=51 Sächsische Schweiz-Osterzgebirge 4",10.7,42.9,3.5,8.3,6.4,16,NA
"Saxony",2014,"52 Bautzen 1","https://www.election.de/cgi-bin/showcandres_sn14.pl?land=sn14&wahlkreis=52 Bautzen 1",NA,46.4,2.8,11.9,4.2,16.9,NA
"Saxony",2014,"53 Bautzen 2","https://www.election.de/cgi-bin/showcandres_sn14.pl?land=sn14&wahlkreis=53 Bautzen 2",NA,47.1,3.5,9.6,5,21.1,NA
"Saxony",2014,"54 Bautzen 3","https://www.election.de/cgi-bin/showcandres_sn14.pl?land=sn14&wahlkreis=54 Bautzen 3",NA,57.2,3.4,10.1,2.6,15,NA
"Saxony",2014,"55 Bautzen 4","https://www.election.de/cgi-bin/showcandres_sn14.pl?land=sn14&wahlkreis=55 Bautzen 4",NA,41.7,2.5,8.6,3.7,25.6,NA
"Saxony",2014,"56 Bautzen 5","https://www.election.de/cgi-bin/showcandres_sn14.pl?land=sn14&wahlkreis=56 Bautzen 5",NA,42,4.6,10.4,6.3,20.1,NA
"Saxony",2014,"57 Görlitz 1","https://www.election.de/cgi-bin/showcandres_sn14.pl?land=sn14&wahlkreis=57 Görlitz 1",10.7,41.4,2.7,11.6,2.6,22.1,NA
"Saxony",2014,"58 Görlitz 2","https://www.election.de/cgi-bin/showcandres_sn14.pl?land=sn14&wahlkreis=58 Görlitz 2",15.2,37.1,7.7,8.1,6,19.3,NA
"Saxony",2014,"59 Görlitz 3","https://www.election.de/cgi-bin/showcandres_sn14.pl?land=sn14&wahlkreis=59 Görlitz 3",15.2,40.7,6.8,8.4,4.8,17.7,NA
"Saxony",2014,"60 Görlitz 4","https://www.election.de/cgi-bin/showcandres_sn14.pl?land=sn14&wahlkreis=60 Görlitz 4",12.4,41,4.7,9.4,3.6,18,NA
"Saxony",2019,"1 Vogtland 1","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=1 Vogtland 1",30,29.8,8.4,9.7,5.3,12.3,NA
"Saxony",2019,"2 Vogtland 2","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=2 Vogtland 2",30.7,38.2,5.7,7.5,5.5,12.5,NA
"Saxony",2019,"3 Vogtland 3","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=3 Vogtland 3",26.6,43.1,4.4,6.8,3.8,9.9,NA
"Saxony",2019,"4 Vogtland 4","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=4 Vogtland 4",26.5,38.2,6,7.3,4.6,11.6,NA
"Saxony",2019,"5 Zwickau 1","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=5 Zwickau 1",29,39.7,4.7,6.5,4.6,9.7,NA
"Saxony",2019,"6 Zwickau 2","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=6 Zwickau 2",29.8,39.1,6.5,6.8,4.3,13.5,NA
"Saxony",2019,"7 Zwickau 3","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=7 Zwickau 3",30,32.1,7.3,5.5,6.2,14.2,NA
"Saxony",2019,"8 Zwickau 4","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=8 Zwickau 4",27.2,36.7,5.3,7.1,5.3,10.7,NA
"Saxony",2019,"9 Zwickau 5","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=9 Zwickau 5",28,39.6,6.1,7.7,5.1,13.6,NA
"Saxony",2019,"10 Chemnitz 1","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=10 Chemnitz 1",23.4,33.6,11.2,8.5,4,13.3,NA
"Saxony",2019,"11 Chemnitz 2","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=11 Chemnitz 2",26.5,29.8,9,7.2,3.5,19,NA
"Saxony",2019,"12 Chemnitz 3","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=12 Chemnitz 3",26.5,31.8,7.8,10.4,3.3,14.4,NA
"Saxony",2019,"13 Erzgebirge 1","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=13 Erzgebirge 1",31,36.8,4.8,6.4,3.6,11.5,NA
"Saxony",2019,"14 Erzgebirge 2","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=14 Erzgebirge 2",31.3,37.6,2.9,6.6,3.5,12.8,NA
"Saxony",2019,"15 Erzgebirge 3","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=15 Erzgebirge 3",34.4,33.1,3.7,8.7,4,10.4,NA
"Saxony",2019,"16 Erzgebirge 4","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=16 Erzgebirge 4",33.1,35.6,3.1,4.7,4.2,9,NA
"Saxony",2019,"17 Erzgebirge 5","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=17 Erzgebirge 5",32,34.6,5.4,6.7,6.5,10.1,NA
"Saxony",2019,"18 Mittelsachsen 1","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=18 Mittelsachsen 1",33.4,35,4.4,6.1,4.4,9.3,NA
"Saxony",2019,"19 Mittelsachsen 2","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=19 Mittelsachsen 2",33.7,32.1,4.8,6.2,3.1,11.9,NA
"Saxony",2019,"20 Mittelsachsen 3","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=20 Mittelsachsen 3",31.3,37.1,5,6.4,4.2,9.5,NA
"Saxony",2019,"21 Mittelsachsen 4","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=21 Mittelsachsen 4",31.7,29.8,3.3,10.8,4.6,10.9,NA
"Saxony",2019,"22 Mittelsachsen 5","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=22 Mittelsachsen 5",29.4,36.9,5.2,7.2,3.4,9.9,NA
"Saxony",2019,"23 Leipzig Land 1","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=23 Leipzig Land 1",29.7,34.9,4.4,10.3,3.5,11.4,NA
"Saxony",2019,"24 Leipzig Land 2","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=24 Leipzig Land 2",23.3,33,7.4,16.5,4.7,8.9,NA
"Saxony",2019,"25 Leipzig Land 3","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=25 Leipzig Land 3",29.5,29.9,5.4,6.6,3.4,10.7,NA
"Saxony",2019,"26 Leipzig Land 4","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=26 Leipzig Land 4",29,32.2,4.9,8,3.2,11.4,NA
"Saxony",2019,"27 Leipzig 1","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=27 Leipzig 1",21.8,31.1,14.9,9.7,4.4,13.3,NA
"Saxony",2019,"28 Leipzig 2","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=28 Leipzig 2",13.2,21.1,18.9,9.6,3,27.4,NA
"Saxony",2019,"29 Leipzig 3","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=29 Leipzig 3",26.3,28.3,8.3,7.9,4,20.7,NA
"Saxony",2019,"30 Leipzig 4","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=30 Leipzig 4",14.3,20,26.9,7,3.7,24.4,NA
"Saxony",2019,"31 Leipzig 5","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=31 Leipzig 5",10.3,20.6,29,10.7,4.6,18.4,NA
"Saxony",2019,"32 Leipzig 6","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=32 Leipzig 6",19.7,27.1,14.6,11.8,5.1,16.7,NA
"Saxony",2019,"33 Leipzig 7","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=33 Leipzig 7",22.2,26.3,12.6,8.7,3,21.5,NA
"Saxony",2019,"34 Nordsachsen 1","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=34 Nordsachsen 1",28.8,35.5,5.7,7.9,3.9,12.3,NA
"Saxony",2019,"35 Nordsachsen 2","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=35 Nordsachsen 2",30.6,34.3,5.6,8,4.9,9.8,NA
"Saxony",2019,"36 Nordsachsen 3","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=36 Nordsachsen 3",33.3,31.6,4.2,10.5,3.2,10.5,NA
"Saxony",2019,"37 Meißen 1","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=37 Meißen 1",36.2,29.3,4.3,5,5.9,12.8,NA
"Saxony",2019,"38 Meißen 2","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=38 Meißen 2",40.1,32.2,4.1,6.3,3.6,8.5,NA
"Saxony",2019,"39 Meißen 3","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=39 Meißen 3",34.2,31.2,4.7,10.1,6.5,8.3,NA
"Saxony",2019,"40 Meißen 4","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=40 Meißen 4",27.5,29.4,9.2,17.4,3.9,6.6,NA
"Saxony",2019,"41 Dresden 1","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=41 Dresden 1",18.8,28.7,22.6,7.8,6.3,12.6,NA
"Saxony",2019,"42 Dresden 2","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=42 Dresden 2",27.8,32.4,13.7,7.7,7.5,10.8,NA
"Saxony",2019,"43 Dresden 3","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=43 Dresden 3",22.9,30.3,13.9,11.6,5.4,13.2,NA
"Saxony",2019,"44 Dresden 4","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=44 Dresden 4",21.6,30.7,18.3,10,5.6,12.8,NA
"Saxony",2019,"45 Dresden 5","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=45 Dresden 5",17.8,23.5,24.1,7.3,4.7,18.7,NA
"Saxony",2019,"46 Dresden 6","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=46 Dresden 6",26.9,31,14.2,9.1,6.2,12.5,NA
"Saxony",2019,"47 Dresden 7","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=47 Dresden 7",21.7,25.3,19.3,7.8,5.7,14.6,NA
"Saxony",2019,"48 Sächsische Schweiz-Osterzgebirge 1","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=48 Sächsische Schweiz-Osterzgebirge 1",30.2,38.8,5.4,4.4,4.5,8.2,NA
"Saxony",2019,"49 Sächsische Schweiz-Osterzgebirge 2","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=49 Sächsische Schweiz-Osterzgebirge 2",33.7,34,5.2,4.4,3.9,7,NA
"Saxony",2019,"50 Sächsische Schweiz-Osterzgebirge 3","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=50 Sächsische Schweiz-Osterzgebirge 3",35,27.7,6.1,6.6,5.1,10.6,NA
"Saxony",2019,"51 Sächsische Schweiz-Osterzgebirge 4","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=51 Sächsische Schweiz-Osterzgebirge 4",36.7,33.6,5,4.6,5.6,7.9,NA
"Saxony",2019,"52 Bautzen 1","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=52 Bautzen 1",38.2,38.1,3.2,5.5,3.7,7.7,NA
"Saxony",2019,"53 Bautzen 2","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=53 Bautzen 2",30.4,39.8,3.4,4.8,6,10.4,NA
"Saxony",2019,"54 Bautzen 3","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=54 Bautzen 3",31.9,31.5,4.8,4.6,13.5,8.5,NA
"Saxony",2019,"55 Bautzen 4","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=55 Bautzen 4",34.7,32.4,3.1,5.6,3.7,12.6,NA
"Saxony",2019,"56 Bautzen 5","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=56 Bautzen 5",36.4,38,4,3.7,5.8,8.4,NA
"Saxony",2019,"57 Görlitz 1","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=57 Görlitz 1",36.6,34.3,3.1,8,3.4,9.5,NA
"Saxony",2019,"58 Görlitz 2","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=58 Görlitz 2",37.9,45.9,7.2,1.5,1.2,4,NA
"Saxony",2019,"59 Görlitz 3","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=59 Görlitz 3",38.4,34.1,4.1,4,4.5,8.7,NA
"Saxony",2019,"60 Görlitz 4","https://www.election.de/cgi-bin/showcandres_sn19.pl?land=sn19&karte=sn19e&wahlkreis=60 Görlitz 4",34,43.3,4.8,4,4.5,9.4,NA
"Saxony-Anhalt",2016,"1 Salzwedel","https://www.election.de/cgi-bin/showcandres_sa16.pl?land=sa16&wahlkreis=1 Salzwedel",21.9,33.6,5.7,15.4,NA,17.6,NA
"Saxony-Anhalt",2016,"2 Gardelegen-Klötze","https://www.election.de/cgi-bin/showcandres_sa16.pl?land=sa16&wahlkreis=2 Gardelegen-Klötze",24,30.5,5.8,18.1,5.5,16.1,NA
"Saxony-Anhalt",2016,"3 Havelberg-Osterburg","https://www.election.de/cgi-bin/showcandres_sa16.pl?land=sa16&wahlkreis=3 Havelberg-Osterburg",NA,40.1,6.2,16.4,10.1,27.3,NA
"Saxony-Anhalt",2016,"4 Stendal","https://www.election.de/cgi-bin/showcandres_sa16.pl?land=sa16&wahlkreis=4 Stendal",NA,32.4,6.2,20.4,14.5,26.6,NA
"Saxony-Anhalt",2016,"5 Genthin","https://www.election.de/cgi-bin/showcandres_sa16.pl?land=sa16&wahlkreis=5 Genthin",27.4,30.5,3.3,13.6,4.4,18.6,NA
"Saxony-Anhalt",2016,"6 Burg","https://www.election.de/cgi-bin/showcandres_sa16.pl?land=sa16&wahlkreis=6 Burg",22.8,28.8,3.2,11.8,5.1,18.5,NA
"Saxony-Anhalt",2016,"7 Haldensleben","https://www.election.de/cgi-bin/showcandres_sa16.pl?land=sa16&wahlkreis=7 Haldensleben",25.7,33,4.3,15.6,5.1,16.3,NA
"Saxony-Anhalt",2016,"8 Wolmirstedt","https://www.election.de/cgi-bin/showcandres_sa16.pl?land=sa16&wahlkreis=8 Wolmirstedt",24.9,37.6,3.6,9.2,4.2,15.5,NA
"Saxony-Anhalt",2016,"9 Oschersleben","https://www.election.de/cgi-bin/showcandres_sa16.pl?land=sa16&wahlkreis=9 Oschersleben",25.7,30,3.9,20.5,5.5,14.5,NA
"Saxony-Anhalt",2016,"10 Magdeburg I","https://www.election.de/cgi-bin/showcandres_sa16.pl?land=sa16&wahlkreis=10 Magdeburg I",23.9,23.7,4.9,14.6,4.8,20,NA
"Saxony-Anhalt",2016,"11 Magdeburg II","https://www.election.de/cgi-bin/showcandres_sa16.pl?land=sa16&wahlkreis=11 Magdeburg II",14.2,26.9,12.9,16.7,4.6,18.1,NA
"Saxony-Anhalt",2016,"12 Magdeburg III","https://www.election.de/cgi-bin/showcandres_sa16.pl?land=sa16&wahlkreis=12 Magdeburg III",20.9,30.1,5.7,14.6,3.9,19,NA
"Saxony-Anhalt",2016,"13 Magdeburg IV","https://www.election.de/cgi-bin/showcandres_sa16.pl?land=sa16&wahlkreis=13 Magdeburg IV",20.9,27.9,6.6,13.2,4.6,19.7,NA
"Saxony-Anhalt",2016,"14 Halberstadt","https://www.election.de/cgi-bin/showcandres_sa16.pl?land=sa16&wahlkreis=14 Halberstadt",24.6,35.9,4,14,4,17.4,NA
"Saxony-Anhalt",2016,"15 Blankenburg","https://www.election.de/cgi-bin/showcandres_sa16.pl?land=sa16&wahlkreis=15 Blankenburg",NA,42.4,7.7,24.2,NA,25.7,NA
"Saxony-Anhalt",2016,"16 Wernigerode","https://www.election.de/cgi-bin/showcandres_sa16.pl?land=sa16&wahlkreis=16 Wernigerode",NA,39.9,10.8,21,NA,28.4,NA
"Saxony-Anhalt",2016,"17 Staßfurt","https://www.election.de/cgi-bin/showcandres_sa16.pl?land=sa16&wahlkreis=17 Staßfurt",32.1,25.8,3.1,7.7,9.5,16.2,NA
"Saxony-Anhalt",2016,"18 Aschersleben","https://www.election.de/cgi-bin/showcandres_sa16.pl?land=sa16&wahlkreis=18 Aschersleben",NA,28.9,8.4,15.3,13,25.1,NA
"Saxony-Anhalt",2016,"19 Schönebeck","https://www.election.de/cgi-bin/showcandres_sa16.pl?land=sa16&wahlkreis=19 Schönebeck",24.9,29.5,2.8,15.3,9.1,14.5,NA
"Saxony-Anhalt",2016,"20 Wanzleben","https://www.election.de/cgi-bin/showcandres_sa16.pl?land=sa16&wahlkreis=20 Wanzleben",NA,38,5.8,21.3,11.9,23,NA
"Saxony-Anhalt",2016,"21 Bernburg","https://www.election.de/cgi-bin/showcandres_sa16.pl?land=sa16&wahlkreis=21 Bernburg",30.8,28,3.4,12.6,6.4,18.6,NA
"Saxony-Anhalt",2016,"22 Köthen","https://www.election.de/cgi-bin/showcandres_sa16.pl?land=sa16&wahlkreis=22 Köthen",26.2,24.3,2.8,12.5,NA,26.5,NA
"Saxony-Anhalt",2016,"23 Zerbst","https://www.election.de/cgi-bin/showcandres_sa16.pl?land=sa16&wahlkreis=23 Zerbst",23.8,29.3,4.1,12.9,4.2,14.2,NA
"Saxony-Anhalt",2016,"24 Wittenberg","https://www.election.de/cgi-bin/showcandres_sa16.pl?land=sa16&wahlkreis=24 Wittenberg",22.4,33.6,3.4,13.2,3.5,15.4,NA
"Saxony-Anhalt",2016,"25 Jessen","https://www.election.de/cgi-bin/showcandres_sa16.pl?land=sa16&wahlkreis=25 Jessen",28.8,29,3.2,9.3,5.4,15.6,NA
"Saxony-Anhalt",2016,"26 Dessau-Roßlau","https://www.election.de/cgi-bin/showcandres_sa16.pl?land=sa16&wahlkreis=26 Dessau-Roßlau",25.5,24.9,6.1,13,7.3,23.2,NA
"Saxony-Anhalt",2016,"27 Dessau-Roßlau-Wittenberg","https://www.election.de/cgi-bin/showcandres_sa16.pl?land=sa16&wahlkreis=27 Dessau-Roßlau-Wittenberg",25.4,32.9,4.9,11.9,4.7,15.6,NA
"Saxony-Anhalt",2016,"28 Wolfen","https://www.election.de/cgi-bin/showcandres_sa16.pl?land=sa16&wahlkreis=28 Wolfen",31,25.3,NA,15,5.1,16.2,NA
"Saxony-Anhalt",2016,"29 Bitterfeld","https://www.election.de/cgi-bin/showcandres_sa16.pl?land=sa16&wahlkreis=29 Bitterfeld",33.4,27.6,3,9.1,5.5,14.7,NA
"Saxony-Anhalt",2016,"30 Quedlinburg","https://www.election.de/cgi-bin/showcandres_sa16.pl?land=sa16&wahlkreis=30 Quedlinburg",26.5,34.1,5.5,12.4,4.5,15.6,NA
"Saxony-Anhalt",2016,"31 Sangerhausen","https://www.election.de/cgi-bin/showcandres_sa16.pl?land=sa16&wahlkreis=31 Sangerhausen",30.3,27,3,11.9,3.7,18.1,NA
"Saxony-Anhalt",2016,"32 Eisleben","https://www.election.de/cgi-bin/showcandres_sa16.pl?land=sa16&wahlkreis=32 Eisleben",31.5,20.7,3.5,14.4,4.3,21.4,NA
"Saxony-Anhalt",2016,"33 Saalekreis","https://www.election.de/cgi-bin/showcandres_sa16.pl?land=sa16&wahlkreis=33 Saalekreis",30.1,28.5,3.8,9.6,6.3,17.5,NA
